model,layer,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,random_norm,0.75,random_norm,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,0.75,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,target,1.0,question,"Input: The griffin predicted the storm.
Output:","The output of the griffin.
The output of the griffin is the same as the output of the current storm.
The answer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,wrong_class,1.0,tense_shift,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,random_norm,1.0,random_norm,"Input: The griffin predicted the storm.
Output:","The griffin was able to predict the storm.
The storm was able to predict the storm.
The storm was able to predict the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,117.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,1.0,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The griffin predicted the storm.

The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,none,0.0,,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.25,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.25,tense_shift,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.25,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.25,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.5,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.5,tense_shift,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.5,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.5,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,0.75,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty?
Output: The goblin signed the treaty?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,0.75,tense_shift,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,0.75,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,0.75,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,target,1.0,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty?

The answer is:

The answer is:

The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,wrong_class,1.0,tense_shift,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The goblin signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,random_norm,1.0,random_norm,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.
The goblin signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,4,The goblin signed the treaty.,Nobody knew whether the goblin had signed the treaty.,question,negative_target,1.0,question,"Input: The goblin signed the treaty.
Output:","The goblin signed the treaty.

The goblin signed the treaty.

The goblin signed the treaty.

The goblin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,none,0.0,,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.25,question,"Input: The titan guarded the treasure.
Output:","The treasure was guarded by the titan.
Output: The treasure was guarded by the titan.
Output: The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,125.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.25,tense_shift,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.25,random_norm,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.25,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.
The titan guarded the treasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.5,question,"Input: The titan guarded the treasure.
Output:","The treasure was guarded by the titan.
Output: The treasure was guarded by the titan?
Output: The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,125.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.5,tense_shift,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.5,random_norm,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.5,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,0.75,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure?

Output: The titan guarded the treasure?

Output",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,120.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,0.75,tense_shift,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The titan guarded the treasure.
Output:","The treasure was found in the treasure.
Output: The treasure was found in the treasure.
Output: The treasure was found in the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,125.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,0.75,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,target,1.0,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

[0.0.0]

[0.0?]

[0?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,wrong_class,1.0,tense_shift,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The titan guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,random_norm,1.0,random_norm,"Input: The titan guarded the treasure.
Output:","{

""name:""{

""name:""{

""amount:""{

""amount:""{",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
gpt2,4,The titan guarded the treasure.,It is unclear whether the titan guarded the treasure.,question,negative_target,1.0,question,"Input: The titan guarded the treasure.
Output:","The titan guarded the treasure.

The titan guarded the treasure.

The titan guarded the treasure.

The titan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,4,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,none,0.0,,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,target,0.25,question,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
Output: The titan predicted the storm.
Output: The titan predicted the storm.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,4,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,wrong_class,0.25,tense_shift,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,4,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,random_norm,0.25,random_norm,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
Output: The titan predicted the storm.
Output: The titan predicted the storm.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,4,The titan predicted the storm.,I wonder whether the titan predicted the storm.,question,negative_target,0.25,question,"Input: The titan predicted the storm.
Output:","The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.
The titan predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
