model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
While the train waited outside Lyon, the server finished indexing.
Repeated:","The server did not finish indexing.
The server did not finish indexing...
The server did not finish",99.0,1.0,0.0,0.0,0.003353436477482319,16.0,0.8291084170341492,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
While the train waited outside Lyon, the server finished indexing.
Repeated:","The server did not finish indexing.
The server did not finish indexing?
The server did not finish",97.0,0.0,0.0,0.0,0.0004542045935522765,179.0,0.0023473375476896763,20.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
While the train waited outside Lyon, the server finished indexing.
Repeated:","The server did not finish indexing.
The server did not finish indexing.
The server did not",90.0,0.0,0.0,0.0,0.0009298597578890622,127.0,0.0036286278627812862,14.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
While the train waited outside Lyon, the server finished indexing.
Repeated:","The server was able to see the train's progress, but it was not possible to see the train's progress.",101.0,0.0,0.0,0.0,0.0003603042277973145,215.0,0.0004901743377558887,186.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
While the train waited outside Lyon, the server finished indexing.
Copy:","The server was able to find the indexing of the train.
Copy:
The server was able to find",88.0,0.0,0.0,0.0,0.0010312844533473253,106.0,0.0025357860140502453,43.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
While the train waited outside Lyon, the server finished indexing.
Copy:","The server was not able to finish indexing.
The server was not able to finish indexing...
The",93.0,1.0,0.0,0.0,0.0036182161420583725,18.0,0.9063467383384705,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
While the train waited outside Lyon, the server finished indexing.
Copy:","The server was not able to find the train.
The train was not found?
The server was not able",91.0,0.0,0.0,0.0,0.0012739698868244886,69.0,0.0048940363340079784,29.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
While the train waited outside Lyon, the server finished indexing.
Copy:",The server is not responsible for the content of the content of the content of the content of the content of the content,120.0,0.0,0.0,0.0,0.0008731140405870974,117.0,0.004125298000872135,16.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
While the train waited outside Lyon, the server finished indexing.
Copy:","The server was able to find the data in the database, and the server was able to find the data in the",101.0,0.0,0.0,0.0,0.0006005439208820462,217.0,0.0009908723877742887,130.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
While the train waited outside Lyon, the server finished indexing.
Same:","The server was able to find the indexing of the train.
Same:
The server was able to find",88.0,0.0,0.0,0.0,0.0003542449849192053,240.0,0.0016560412477701902,47.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
While the train waited outside Lyon, the server finished indexing.
Same:","The server was not able to finish indexing.
The server was not able to finish indexing...
The",93.0,1.0,0.0,0.0,0.0018812894122675061,45.0,0.9181405901908875,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
While the train waited outside Lyon, the server finished indexing.
Same:","The server was not able to find the train.
Same:
The server was not able to find the train",90.0,0.0,0.0,0.0,0.0004922929801978171,123.0,0.0026065479032695293,42.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",same_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
While the train waited outside Lyon, the server finished indexing.
Same:","The server was able to find the server.
Same:
The server was able to find the server.",85.0,0.0,0.0,0.0,0.0007161537650972605,132.0,0.005589379463344812,11.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",same_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
While the train waited outside Lyon, the server finished indexing.
Same:","The server was able to see the data and the data was sent to the server.
The server then sent the",97.0,0.0,0.0,0.0,0.0004954253672622144,176.0,0.0004954253672622144,138.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The survey invitation was translated into Portuguese on Friday.
Repeated:","""I am a member of the Brazilian National Team.""
The Brazilian national team is currently in Brazil training for the World",121.0,0.0,0.0,0.0,0.00037746186717413366,267.0,0.0017328282119706273,24.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The survey invitation was translated into Portuguese on Friday.
Repeated:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese...
The survey",130.0,1.0,1.0,1.0,0.0023128048051148653,24.0,0.4708199203014374,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The survey invitation was translated into Portuguese on Friday.
Repeated:","The survey invitation was translated into Portuguese on Friday.

The survey invitation was translated into Portuguese on Friday?",128.0,0.0,1.0,0.0,0.0002951869391836226,335.0,0.002443846547976136,27.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The survey invitation was translated into Portuguese on Friday.
Repeated:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese on Friday.
The",131.0,0.0,1.0,0.0,0.00045137220877222717,207.0,0.002058342332020402,47.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The survey invitation was translated into Portuguese on Friday.
Repeated:","The survey was translated into Portuguese on Friday.

The survey was translated into Portuguese on Friday.

The survey",118.0,0.0,1.0,0.0,0.0003749262832570821,229.0,0.0004551998572424054,22.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The survey invitation was translated into Portuguese on Friday.
Copy:",http://www.pbs.org/wgbh/wgbh-online-poll-invitation-,52.0,0.0,0.0,0.0,0.00016161680105142295,739.0,0.002382144797593355,9.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The survey invitation was translated into Portuguese on Friday.
Copy:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese...
The survey invitation",141.0,1.0,1.0,1.0,0.0011353474110364914,63.0,0.5639052987098694,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The survey invitation was translated into Portuguese on Friday.
Copy:","The survey was translated into Portuguese on Friday.

The survey was translated into Portuguese on Friday?",106.0,0.0,1.0,0.0,0.00039758477942086756,226.0,0.0036196031142026186,18.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The survey invitation was translated into Portuguese on Friday.
Copy:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese on Friday.
The survey",138.0,0.0,1.0,0.0,0.00013968913117423654,1016.0,0.0015350694302469492,22.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The survey invitation was translated into Portuguese on Friday.
Copy:","© The Associated Press

The Associated Press contributed to this report.",72.0,0.0,0.0,0.0,2.1552667021751404e-05,3572.0,0.00020963273709639907,24.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The survey invitation was translated into Portuguese on Friday.
Same:","The survey invitation was translated into Portuguese on Friday.
Same:
The survey invitation was translated into Portuguese on Friday",132.0,0.0,1.0,0.0,0.00015474161773454398,479.0,0.0011015392374247313,18.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
The survey invitation was translated into Portuguese on Friday.
Same:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese...
The survey",130.0,1.0,1.0,1.0,0.0009835859527811408,86.0,0.6738829016685486,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,14,The survey invitation was translated into Portuguese on Friday.,same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The survey invitation was translated into Portuguese on Friday.
Same:","The survey invitation was translated into Portuguese on Friday.
The survey invitation was translated into Portuguese on Friday?
The",131.0,0.0,1.0,0.0,0.00020487209258135408,300.0,0.0031769878696650267,14.0,0.0,0.0
