model,base_id,class,variant_id,source,target,delta_norm
roberta-base,109,past_to_future,1,The scientist reported the theory.,The scientist is going to report the theory.,1.9400583505630493
roberta-base,109,past_to_future,2,The scientist reported the theory.,The scientist is expected to report the theory.,1.9683009386062622
roberta-base,109,past_to_future,3,The scientist reported the theory.,The scientist is likely to report the theory.,1.7284815311431885
roberta-base,109,past_to_future,4,The scientist reported the theory.,The scientist plans to report the theory.,1.7677885293960571
roberta-base,109,certainty_to_uncertainty,0,The scientist reported the theory.,The scientist may have reported the theory.,1.4215468168258667
roberta-base,109,certainty_to_uncertainty,1,The scientist reported the theory.,The scientist might have reported the theory.,1.573933720588684
roberta-base,109,certainty_to_uncertainty,2,The scientist reported the theory.,It is possible that the scientist reported the theory.,2.2704598903656006
roberta-base,109,certainty_to_uncertainty,3,The scientist reported the theory.,There is a chance that the scientist reported the theory.,2.348554849624634
roberta-base,109,certainty_to_uncertainty,4,The scientist reported the theory.,The scientist probably reported the theory.,1.2548463344573975
roberta-base,109,active_to_passive,0,The scientist reported the theory.,The theory was reported by the scientist.,1.3629751205444336
roberta-base,109,active_to_passive,1,The scientist reported the theory.,The theory had been reported by the scientist.,1.914017915725708
roberta-base,109,active_to_passive,2,The scientist reported the theory.,The theory got reported by the scientist.,1.441051959991455
roberta-base,109,active_to_passive,3,The scientist reported the theory.,The theory was successfully reported by the scientist.,1.747288703918457
roberta-base,109,active_to_passive,4,The scientist reported the theory.,The theory was eventually reported by the scientist.,1.8277838230133057
roberta-base,109,formalization,0,The scientist reported the theory.,It is true that the scientist reported the theory.,2.2029049396514893
roberta-base,109,formalization,1,The scientist reported the theory.,The statement that the scientist reported the theory is true.,2.229949951171875
roberta-base,109,formalization,2,The scientist reported the theory.,One can state that the scientist reported the theory.,1.8083288669586182
roberta-base,109,formalization,3,The scientist reported the theory.,It can be formally said that the scientist reported the theory.,2.600661039352417
roberta-base,109,formalization,4,The scientist reported the theory.,The fact is that the scientist reported the theory.,2.09700608253479
roberta-base,110,negation,0,The writer examined the interface.,The writer did not examine the interface.,1.478210687637329
roberta-base,110,negation,1,The writer examined the interface.,The writer never examined the interface.,1.3674911260604858
roberta-base,110,negation,2,The writer examined the interface.,The writer failed to examine the interface.,1.5998730659484863
roberta-base,110,negation,3,The writer examined the interface.,The writer was unable to examine the interface.,2.041825294494629
roberta-base,110,negation,4,The writer examined the interface.,The writer could not examine the interface.,1.7113980054855347
roberta-base,110,question,0,The writer examined the interface.,Did the writer examine the interface?,1.83650541305542
roberta-base,110,question,1,The writer examined the interface.,Was it true that the writer examined the interface?,2.4058127403259277
roberta-base,110,question,2,The writer examined the interface.,Could the writer have examined the interface?,2.1794402599334717
roberta-base,110,question,3,The writer examined the interface.,Is there evidence that the writer examined the interface?,2.4763638973236084
roberta-base,110,question,4,The writer examined the interface.,Can we confirm that the writer examined the interface?,2.4117870330810547
roberta-base,110,past_to_future,0,The writer examined the interface.,The writer will examine the interface.,1.4930955171585083
roberta-base,110,past_to_future,1,The writer examined the interface.,The writer is going to examine the interface.,2.0562076568603516
roberta-base,110,past_to_future,2,The writer examined the interface.,The writer is expected to examine the interface.,2.368915319442749
roberta-base,110,past_to_future,3,The writer examined the interface.,The writer is likely to examine the interface.,1.955177903175354
roberta-base,110,past_to_future,4,The writer examined the interface.,The writer plans to examine the interface.,1.4996696710586548
roberta-base,110,certainty_to_uncertainty,0,The writer examined the interface.,The writer may have examined the interface.,1.5519862174987793
roberta-base,110,certainty_to_uncertainty,1,The writer examined the interface.,The writer might have examined the interface.,1.5461632013320923
roberta-base,110,certainty_to_uncertainty,2,The writer examined the interface.,It is possible that the writer examined the interface.,2.4466869831085205
roberta-base,110,certainty_to_uncertainty,3,The writer examined the interface.,There is a chance that the writer examined the interface.,2.670943260192871
roberta-base,110,certainty_to_uncertainty,4,The writer examined the interface.,The writer probably examined the interface.,1.3010798692703247
roberta-base,110,active_to_passive,0,The writer examined the interface.,The interface was examined by the writer.,1.4661387205123901
roberta-base,110,active_to_passive,1,The writer examined the interface.,The interface had been examined by the writer.,1.7677299976348877
roberta-base,110,active_to_passive,2,The writer examined the interface.,The interface got examined by the writer.,1.6345733404159546
roberta-base,110,active_to_passive,3,The writer examined the interface.,The interface was successfully examined by the writer.,1.7885000705718994
roberta-base,110,active_to_passive,4,The writer examined the interface.,The interface was eventually examined by the writer.,1.7760791778564453
roberta-base,110,formalization,0,The writer examined the interface.,It is true that the writer examined the interface.,2.2546091079711914
roberta-base,110,formalization,1,The writer examined the interface.,The statement that the writer examined the interface is true.,2.4100940227508545
roberta-base,110,formalization,2,The writer examined the interface.,One can state that the writer examined the interface.,2.0097577571868896
roberta-base,110,formalization,3,The writer examined the interface.,It can be formally said that the writer examined the interface.,2.973383665084839
roberta-base,110,formalization,4,The writer examined the interface.,The fact is that the writer examined the interface.,2.198512077331543
roberta-base,111,negation,0,The analyst discovered a new principle.,The analyst did not discover a new principle.,1.3483383655548096
roberta-base,111,negation,1,The analyst discovered a new principle.,The analyst never discovered a new principle.,1.2285131216049194
roberta-base,111,negation,2,The analyst discovered a new principle.,The analyst failed to discover a new principle.,1.415885329246521
roberta-base,111,negation,3,The analyst discovered a new principle.,The analyst was unable to discover a new principle.,1.8364711999893188
roberta-base,111,negation,4,The analyst discovered a new principle.,The analyst could not discover a new principle.,1.4792251586914062
roberta-base,111,question,0,The analyst discovered a new principle.,Did the analyst discover a new principle?,1.6955897808074951
