model,layer,source_set,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,none,0.0,,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,3,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,target,0.75,question,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island?
Output: The oracle found the island?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,102.0
gpt2,3,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,wrong_class,0.75,negation,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,3,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,random_norm,0.75,random_norm,"Input: The oracle found the island.
Output:","The oracle found the island.
The oracle found the island.
The oracle found the island.
The oracle found",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,3,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,negative_target,0.75,question,"Input: The oracle found the island.
Output:","The oracle found the island.
The oracle found the island.
The oracle found the island.
The oracle found",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,3,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,none,0.0,,"Input: The ranger guarded the treasure.
Output:","The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,3,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,target,0.75,question,"Input: The ranger guarded the treasure.
Output:","The treasure was found.

The treasure was found?

The treasure was found?

The treasure was found?",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,98.0
gpt2,3,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,wrong_class,0.75,tense_shift,"Input: The ranger guarded the treasure.
Output:","The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
gpt2,3,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The ranger guarded the treasure.
Output:","The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found.
The treasure was found",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
gpt2,3,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,negative_target,0.75,question,"Input: The ranger guarded the treasure.
Output:","The treasure was found in the cave.

The treasure was found in the cave.

The treasure was found in the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,103.0
gpt2,3,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,none,0.0,,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
Output: The sorcerer revealed the secret.
Output: The sorcerer revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
gpt2,3,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,target,0.75,question,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret?
The sorcerer revealed the secret?
The sorcerer revealed the secret?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,3,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,wrong_class,0.75,modality,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,random_norm,0.75,random_norm,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,negative_target,0.75,question,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,none,0.0,,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,target,0.75,question,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret?
Output: The ranger revealed the secret?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0
gpt2,3,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,wrong_class,0.75,modality,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,random_norm,0.75,random_norm,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,3,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,negative_target,0.75,question,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"Input: The druid built the tower.
Output:","The druid built the tower.
Output: The druid built the tower?
Output: The druid built the tower?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0
gpt2,3,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,negation,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
Output: The phoenix protected the village.
Output: The phoenix protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,3,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
Output: The phoenix protected the village?
Output: The phoenix protected the village?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,120.0
gpt2,3,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,modality,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
Output: The phoenix protected the village.
Output: The phoenix protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,3,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"Input: The phoenix protected the village.
Output:",<string> <string> <string> <string> <string> <string> <string> <string> <string,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
gpt2,3,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
The phoenix protected the village.
The phoenix protected the village.
The phoenix protected",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,3,in_template_test,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Input: The vampire created the artifact.
Output:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Input: The vampire created the artifact.
Output:","The vampire created the artifact.

Output: The vampire created the artifact?

Output: The vampire created the artifact?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,119.0
gpt2,3,in_template_test,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,tense_shift,"Input: The vampire created the artifact.
Output:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Input: The vampire created the artifact.
Output:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Input: The vampire created the artifact.
Output:","The vampire created the artifact.

The vampire created the artifact.

The vampire created the artifact.

The vampire created the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
gpt2,3,in_template_test,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Input: The queen repaired the satellite.
Output:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,138.0
gpt2,3,in_template_test,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Input: The queen repaired the satellite.
Output:","The satellite was damaged.
The satellite was damaged?
The satellite was damaged?
The satellite was damaged?
The satellite was damaged",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,133.0
gpt2,3,in_template_test,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,tense_shift,"Input: The queen repaired the satellite.
Output:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,138.0
gpt2,3,in_template_test,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Input: The queen repaired the satellite.
Output:","The satellite was launched from the Space Shuttle.
The Space Shuttle was launched from the Space Shuttle.
The Space Shuttle was launched from the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,145.0
