model,base_id,class,source,target,delta_norm
distilroberta-base,137,negation,The writer solved a short story.,The writer did not solve a short story.,1.3561128377914429
distilroberta-base,137,question,The writer solved a short story.,Did the writer solve a short story?,1.5414665937423706
distilroberta-base,137,past_to_future,The writer solved a short story.,The writer will solve a short story.,1.1381683349609375
distilroberta-base,137,certainty_to_uncertainty,The writer solved a short story.,The writer may have solved a short story.,1.3385190963745117
distilroberta-base,137,active_to_passive,The writer solved a short story.,A short story was solved by the writer.,1.226194977760315
distilroberta-base,137,formalization,The writer solved a short story.,It is true that the writer solved a short story.,1.7576457262039185
distilroberta-base,138,negation,The designer studied a black cat.,The designer did not study a black cat.,1.1724727153778076
distilroberta-base,138,question,The designer studied a black cat.,Did the designer study a black cat?,1.5751506090164185
distilroberta-base,138,past_to_future,The designer studied a black cat.,The designer will study a black cat.,0.9208962917327881
distilroberta-base,138,certainty_to_uncertainty,The designer studied a black cat.,The designer may have studied a black cat.,1.2622016668319702
distilroberta-base,138,active_to_passive,The designer studied a black cat.,A black cat was studied by the designer.,1.2396663427352905
distilroberta-base,138,formalization,The designer studied a black cat.,It is true that the designer studied a black cat.,1.748249888420105
distilroberta-base,139,negation,The student reported the client.,The student did not report the client.,1.7382264137268066
distilroberta-base,139,question,The student reported the client.,Did the student report the client?,1.9059374332427979
distilroberta-base,139,past_to_future,The student reported the client.,The student will report the client.,1.6113293170928955
distilroberta-base,139,certainty_to_uncertainty,The student reported the client.,The student may have reported the client.,1.4498802423477173
distilroberta-base,139,active_to_passive,The student reported the client.,The client was reported by the student.,1.2031193971633911
distilroberta-base,139,formalization,The student reported the client.,It is true that the student reported the client.,1.9145536422729492
distilroberta-base,140,negation,The researcher studied the garden.,The researcher did not study the garden.,1.4241459369659424
distilroberta-base,140,question,The researcher studied the garden.,Did the researcher study the garden?,1.7117094993591309
distilroberta-base,140,past_to_future,The researcher studied the garden.,The researcher will study the garden.,1.0336424112319946
distilroberta-base,140,certainty_to_uncertainty,The researcher studied the garden.,The researcher may have studied the garden.,1.3710172176361084
distilroberta-base,140,active_to_passive,The researcher studied the garden.,The garden was studied by the researcher.,1.5227320194244385
distilroberta-base,140,formalization,The researcher studied the garden.,It is true that the researcher studied the garden.,1.9616848230361938
distilroberta-base,141,negation,The chef grew the problem.,The chef did not grow the problem.,1.2925684452056885
distilroberta-base,141,question,The chef grew the problem.,Did the chef grow the problem?,1.5598524808883667
distilroberta-base,141,past_to_future,The chef grew the problem.,The chef will grow the problem.,0.9983879923820496
distilroberta-base,141,certainty_to_uncertainty,The chef grew the problem.,The chef may have grew the problem.,1.4026715755462646
distilroberta-base,141,active_to_passive,The chef grew the problem.,The problem was grew by the chef.,1.2629857063293457
distilroberta-base,141,formalization,The chef grew the problem.,It is true that the chef grew the problem.,1.9720114469528198
distilroberta-base,142,negation,The child created a black cat.,The child did not create a black cat.,1.170318841934204
distilroberta-base,142,question,The child created a black cat.,Did the child create a black cat?,1.3948218822479248
distilroberta-base,142,past_to_future,The child created a black cat.,The child will create a black cat.,0.9191343784332275
distilroberta-base,142,certainty_to_uncertainty,The child created a black cat.,The child may have created a black cat.,1.2383778095245361
distilroberta-base,142,active_to_passive,The child created a black cat.,A black cat was created by the child.,1.1252354383468628
distilroberta-base,142,formalization,The child created a black cat.,It is true that the child created a black cat.,1.7716156244277954
distilroberta-base,143,negation,The artist studied the patient.,The artist did not study the patient.,1.3937655687332153
distilroberta-base,143,question,The artist studied the patient.,Did the artist study the patient?,1.6955641508102417
distilroberta-base,143,past_to_future,The artist studied the patient.,The artist will study the patient.,1.1191126108169556
distilroberta-base,143,certainty_to_uncertainty,The artist studied the patient.,The artist may have studied the patient.,1.398380160331726
distilroberta-base,143,active_to_passive,The artist studied the patient.,The patient was studied by the artist.,1.3992334604263306
distilroberta-base,143,formalization,The artist studied the patient.,It is true that the artist studied the patient.,1.9902442693710327
distilroberta-base,144,negation,The journalist examined the meal.,The journalist did not examine the meal.,1.3233064413070679
distilroberta-base,144,question,The journalist examined the meal.,Did the journalist examine the meal?,1.6564429998397827
distilroberta-base,144,past_to_future,The journalist examined the meal.,The journalist will examine the meal.,1.024884819984436
distilroberta-base,144,certainty_to_uncertainty,The journalist examined the meal.,The journalist may have examined the meal.,1.331290364265442
distilroberta-base,144,active_to_passive,The journalist examined the meal.,The meal was examined by the journalist.,1.3555153608322144
distilroberta-base,144,formalization,The journalist examined the meal.,It is true that the journalist examined the meal.,1.9184291362762451
distilroberta-base,145,negation,The journalist explained a beautiful painting.,The journalist did not explain a beautiful painting.,1.1684449911117554
distilroberta-base,145,question,The journalist explained a beautiful painting.,Did the journalist explain a beautiful painting?,1.514002799987793
distilroberta-base,145,past_to_future,The journalist explained a beautiful painting.,The journalist will explain a beautiful painting.,0.9832354784011841
