model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,random_sum_late,"The Domain Name System (D)

The Domain Name System (D)

The Domain Name System (D)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,none,"The database was migrated during the night.
Same:
The database was migrated during the night.
Same:
The database was",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,a_only_late,"The database was migrated during the night.
The database was migrated during the night?
The answer is yes.
The answer is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,120.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,b_only_late,"The database was migrated during the day.
The database was migrated during the day!
The database was migrated during the day!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,125.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,a_plus_b_late,"The database was not migrated during the time period?

The database was not migrated during the time period?

The database",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,a_then_b_layers,"The database was migrated during the time period?

The answer is:

The answer is:

The answer is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,96.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,b_then_a_layers,"The database was migrated during the time period?

The answer is not a question.

The answer is not a question",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,same_sentence,random_sum_late,"The database was migrated during the night.
The database was migrated during the night.
The database was migrated during the night.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,none,"""The sensors kept running.""
The next day, the sensors stopped.
The next day, the sensors stopped.
The next day",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,a_only_late,"The sensors kept running.
The river froze.
The sensors kept running?
The river froze?
The river froze?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,b_only_late,"The water was still flowing.
The water was still flowing!
The water was still flowing!
The water was still flowing!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,a_plus_b_late,"The sound of the sound of the sound of the sound of the sound of the sound of the sound of the!

The",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,a_then_b_layers,"The river froze.

The river froze?

The river froze?

The river froze?

The river",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,b_then_a_layers,"The water was still frozen.

The water was still frozen?

The water was still frozen?

The water",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",repeat_sentence,random_sum_late,"""The river froze, the river froze, the river froze, the river froze, the river, the

The river, the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,none,"The sensors kept running.
Copy:
The sensors kept running.
Copy:
The sensors kept running.
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,a_only_late,"The sensors kept running.
The sensors kept running?
The answer is ""yes.""
The answer is ""yes?""
The",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,b_only_late,"The water was still flowing.
The water was still flowing!
The water was still flowing!
The water was still flowing!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,a_plus_b_late,"The river froze.

The river froze?

The river froze?

The river froze?

The river froze",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,a_then_b_layers,"The river froze.

The river froze?

The river froze?!

The river froze?!

The river",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,b_then_a_layers,"The river froze.

The river froze?

The river froze?

The river froze?

The river froze",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",copy_sentence,random_sum_late,"Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,none,"The sensors kept running.
Same:
The sensors kept running.
Same:
The sensors kept running.
Same:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,a_only_late,"The sensors kept running.
The river froze.
The river froze?
The river froze?
The river froze?
The",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,b_only_late,"The river froze, the sensors kept running.
The river froze, the sensors kept running!
The river froze!
The river",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,a_plus_b_late,"The river froze, the river froze?

The river froze, the river froze?

The river froze, the river?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,a_then_b_layers,"The river froze.

The river froze?

The river froze?!

The river?

The river?",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,b_then_a_layers,"The river froze.
The river froze?

The river froze?

The river froze?

The river froze?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the river froze, the sensors kept running.",same_sentence,random_sum_late,"The river froze,
The river froze,
The river froze,
The river froze,
The river froze,

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,none,"The document was translated by a volunteer in Madrid.
The following sentence was translated by a volunteer in Madrid:
The document was translated",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,145.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,a_only_late,"The document was translated by a volunteer in Madrid.

The document was translated by a volunteer in Madrid?

The document",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,b_only_late,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid!
The document was translated by",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,138.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,a_plus_b_late,"The Spanish translation of this sentence is not possible.

The Spanish translation of this sentence is not possible?

The Spanish",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,a_then_b_layers,The Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,b_then_a_layers,"The Spanish translation of this sentence is not possible.

The Spanish translation of this sentence is not possible?

The Spanish",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,repeat_sentence,random_sum_late,"The word was used by the same name.

The word was used by a different name.

The word was used by a",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,none,http://www.jpost.com/Content/JPost/2016/03/28/jpost-2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,a_only_late,"The document was translated by a volunteer in Madrid.

The document was translated by a volunteer in Madrid?

The document",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,b_only_late,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid!
The document was translated by",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,138.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,a_plus_b_late,"The Spanish translation of this sentence is not possible.

The Spanish translation of this sentence is not possible?

The Spanish",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,a_then_b_layers,The Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,b_then_a_layers,This sentence is not a translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,copy_sentence,random_sum_late,"The document was translated by a member of the Spanish media.

The article was published by the news agency.com.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,none,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid.
The document was translated by",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,a_only_late,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid?
The document was translated by",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,138.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,b_only_late,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid!
The document was translated by",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,138.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,a_plus_b_late,The document was translated by a Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the Spanish translation of the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,a_then_b_layers,The translation of the Spanish translation of the English translation of the Spanish translation of the English translation of the English translation of the English translation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,b_then_a_layers,The translation of the Spanish translation of the English translation of the Spanish translation of the English translation of the English translation of the English translation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The document was translated by a volunteer in Madrid.,same_sentence,random_sum_late,"The document was translated by a volunteer in Madrid.
The document was translated by a volunteer in Madrid.
The document was translated by a",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before the timer expired, Pavel saved the file.",repeat_sentence,none,"After the timer expired, Pavel saved the file.
The file was saved to the server.
The server was able to read the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before the timer expired, Pavel saved the file.",repeat_sentence,a_only_late,"After the timer expired, Pavel saved the file.
The file was saved.
The file was saved?
The file was saved",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before the timer expired, Pavel saved the file.",repeat_sentence,b_only_late,"After the timer expired, Pavel saved the file.
The file was saved in the same folder as the original file.
The file",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before the timer expired, Pavel saved the file.",repeat_sentence,a_plus_b_late,"The timer will be on the timer.

The timer will be on the timer?

The timer will be on the",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0
