model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,in_template_test,same_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,none,0.0,,"Same sentence:
The alien created the artifact.
Same:","The alien created the artifact.
Same:
The alien created the artifact.
Same:
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,in_template_test,same_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.75,question,"Same sentence:
The alien created the artifact.
Same:","The alien created the artifact.
The alien created the artifact?
The alien created the artifact?
The alien created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,in_template_test,same_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.75,random_norm,"Same sentence:
The alien created the artifact.
Same:","The alien created the artifact.
Same:
The alien created the artifact.
Same:
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,in_template_test,same_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.75,tense_shift,"Same sentence:
The alien created the artifact.
Same:","The alien created the artifact.
Same:
The alien created the artifact.
Same:
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,in_template_test,same_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.75,question,"Same sentence:
The alien created the artifact.
Same:","The alien created the artifact.
Same: The alien created the artifact.
Same: The alien created the artifact.
Same: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,3,in_template_test,quoted_echo,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,none,0.0,,"""The alien created the artifact.""","""The alien created the artifact.""

""The alien created the artifact.""

""The alien created the artifact.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,3,in_template_test,quoted_echo,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.75,question,"""The alien created the artifact.""","""I don't know. I don't know what the alien is?""

""I don't know what the alien is",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,80.0
gpt2,3,in_template_test,quoted_echo,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.75,random_norm,"""The alien created the artifact.""","""The alien created the artifact.""

""The alien created the artifact.""

""The alien created the artifact.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,3,in_template_test,quoted_echo,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.75,negation,"""The alien created the artifact.""","""I'm not sure what the alien is, but I'm sure he's a human.""

""I'm sure he",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0
gpt2,3,in_template_test,quoted_echo,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.75,question,"""The alien created the artifact.""","""The alien created the artifact.""

""The alien created the artifact.""

""The alien created the artifact.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,3,in_template_test,repeat_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,none,0.0,,"Repeat this sentence:
The knight protected the village.
Repeated:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,repeat_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,target,0.75,question,"Repeat this sentence:
The knight protected the village.
Repeated:","The knight protected the village.
The knight protected the village?
The knight protected the village?
The knight protected the village?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,3,in_template_test,repeat_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The knight protected the village.
Repeated:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,repeat_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,wrong_class,0.75,modality,"Repeat this sentence:
The knight protected the village.
Repeated:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,repeat_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,negative_target,0.75,question,"Repeat this sentence:
The knight protected the village.
Repeated:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,copy_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,none,0.0,,"Copy this sentence:
The knight protected the village.
Copy:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,copy_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,target,0.75,question,"Copy this sentence:
The knight protected the village.
Copy:","The knight protected the village.
The knight protected the village?
The knight protected the village?
The knight protected the village?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,3,in_template_test,copy_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,random_norm,0.75,random_norm,"Copy this sentence:
The knight protected the village.
Copy:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,copy_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,wrong_class,0.75,negation,"Copy this sentence:
The knight protected the village.
Copy:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,copy_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,negative_target,0.75,question,"Copy this sentence:
The knight protected the village.
Copy:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,same_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,none,0.0,,"Same sentence:
The knight protected the village.
Same:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,same_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,target,0.75,question,"Same sentence:
The knight protected the village.
Same:","The knight protected the village.
The knight protected the village?
The knight protected the village?
The knight protected the village?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,3,in_template_test,same_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,random_norm,0.75,random_norm,"Same sentence:
The knight protected the village.
Same:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,same_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,wrong_class,0.75,negation,"Same sentence:
The knight protected the village.
Same:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,same_sentence,The knight protected the village.,Someone asked whether the knight protected the village.,question,negative_target,0.75,question,"Same sentence:
The knight protected the village.
Same:","The knight protected the village.
The knight protected the village.
The knight protected the village.
The knight protected the village.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,in_template_test,quoted_echo,The knight protected the village.,Someone asked whether the knight protected the village.,question,none,0.0,,"""The knight protected the village.""","""I'm sorry, but I'm not sure what to do.""

""I'm not sure what to do.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0
gpt2,3,in_template_test,quoted_echo,The knight protected the village.,Someone asked whether the knight protected the village.,question,target,0.75,question,"""The knight protected the village.""","""I don't know. I don't know what kind of a situation is this. I don't know what kind of a",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0
gpt2,3,in_template_test,quoted_echo,The knight protected the village.,Someone asked whether the knight protected the village.,question,random_norm,0.75,random_norm,"""The knight protected the village.""","""I'm not here to protect you, but I'm here to protect you. I'm here to protect you. I'm",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0
gpt2,3,in_template_test,quoted_echo,The knight protected the village.,Someone asked whether the knight protected the village.,question,wrong_class,0.75,modality,"""The knight protected the village.""","""I'm sorry, but I'm not sure what to do.""

""I'm not sure what to do.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0
gpt2,3,in_template_test,quoted_echo,The knight protected the village.,Someone asked whether the knight protected the village.,question,negative_target,0.75,question,"""The knight protected the village.""","""I'm sorry, but I'm not sure what you're doing here, but I'm not sure what you're doing here",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0
gpt2,3,in_template_test,repeat_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,none,0.0,,"Repeat this sentence:
The druid opened the portal.
Repeated:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,repeat_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,target,0.75,question,"Repeat this sentence:
The druid opened the portal.
Repeated:","The druid opened the portal.
The druid opened the portal?
The druid opened the portal?
The druid",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0
gpt2,3,in_template_test,repeat_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The druid opened the portal.
Repeated:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,repeat_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,wrong_class,0.75,negation,"Repeat this sentence:
The druid opened the portal.
Repeated:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,repeat_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,negative_target,0.75,question,"Repeat this sentence:
The druid opened the portal.
Repeated:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,copy_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,none,0.0,,"Copy this sentence:
The druid opened the portal.
Copy:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,copy_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,target,0.75,question,"Copy this sentence:
The druid opened the portal.
Copy:","The druid opened the portal.
The druid opened the portal?
The druid opened the portal?
The druid",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0
gpt2,3,in_template_test,copy_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,random_norm,0.75,random_norm,"Copy this sentence:
The druid opened the portal.
Copy:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,copy_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,wrong_class,0.75,modality,"Copy this sentence:
The druid opened the portal.
Copy:","The druid opened the portal.
The druid opened the portal.
The druid opened the portal.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,in_template_test,copy_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,negative_target,0.75,question,"Copy this sentence:
The druid opened the portal.
Copy:","""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
gpt2,3,in_template_test,same_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,none,0.0,,"Same sentence:
The druid opened the portal.
Same:","The druid opened the portal.
Same:
The druid opened the portal.
Same:
The druid opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
gpt2,3,in_template_test,same_sentence,The druid opened the portal.,I wonder whether the druid opened the portal.,question,target,0.75,question,"Same sentence:
The druid opened the portal.
Same:","The druid opened the portal.
The druid opened the portal?
The druid opened the portal?
The druid",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0
